ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
RODWELL_AGING_KIDNEY_NO_BLOOD_UP	RODWELL_AGING_KIDNEY_NO_BLOOD_UP	71	-0.771927749122728	-2.25838970596115	1e-10	9.7375e-09	6.50877192982456e-09	835	tags=63%, list=12%, signal=56%	C7/A2M/DRAM1/CDO1/COL14A1/ABCC3/COL27A1/FIBIN/RFTN1/CAVIN1/COL15A1/DCDC2/ANXA2/FBN1/ANXA1/FHL1/SOCS3/CXCL14/BHLHE41/PIGR/ABI3BP/COL5A1/C1S/COL1A2/CFB/AIDA/AXL/CCL2/COL3A1/FSCN1/C1R/C4A/CDH11/CCN3/COL6A3/AEBP1/C1QA/C1QB/ANTXR1/C1QC/CLDN1/COL1A1/C3/CXCL2/CTHRC1
PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP	PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP	94	-0.733512796951359	-2.21314674493827	1e-10	9.7375e-09	6.50877192982456e-09	1048	tags=66%, list=15%, signal=57%	CFH/CLMP/ACVRL1/DPYSL3/C7/CTSL/CSRP2/ENG/CAV2/A2M/ANKRD29/ADAMTS9/DDR2/CD93/CYBRD1/ACKR1/ABCC3/CAVIN1/COL6A1/COL15A1/CCDC80/FBN1/COL4A1/CXCL12/ACTA2/CCN4/COL4A2/CARMN/ABI3BP/DEPP1/C1S/CMKLR1/COL1A2/CFB/DCLK1/CCL2/COL3A1/ANK2/CP/C1R/C4A/CDH11/EMILIN1/C1QA/FAM20A/C1QB/ANTXR1/CXCL9/CTSC/CLU/COL8A2/C1QC/ADAMDEC1/COL1A1/CYP27A1/C3/CCL19/APOE/CTHRC1/CHI3L1/CCL21/APOC1
NABA_MATRISOME	NABA_MATRISOME	238	-0.675561325146587	-2.21040459772494	1e-10	9.7375e-09	6.50877192982456e-09	1126	tags=61%, list=16%, signal=53%	FGF2/CLEC2D/CTSH/ADAMTSL3/CSTB/EMID1/CTSA/ECM2/COL7A1/C1QTNF7/CLEC11A/ELN/BMP8A/EDIL3/CHRDL1/ANGPTL1/CPAMD8/FBLN5/CTSL/AMH/ADAMTS10/ADAM22/COL4A3/A2M/COLEC11/CLEC4E/ADAMTS3/ADAMTS9/AREG/EFEMP1/BMP4/COL21A1/CD109/COL6A2/CCN1/CHRD/EGFLAM/COL14A1/COL27A1/CTF1/FBLN2/COL6A1/ADAMTS12/ANXA6/COL4A4/COL15A1/COL9A1/BMP6/CTSD/IL1B/ANXA2/FBLN1/BMP1/F13A1/ADAMTSL2/EGLN3/COL10A1/ECM1/COL5A2/ADAMTS5/FBN1/C1QTNF1/ANXA1/CCN2/FGF7/COL4A1/CLEC2B/CXCL12/ANGPTL2/ADAM33/CX3CL1/CTSG/CXCL14/CCN4/ADAM8/CSF1/EFEMP2/CTSZ/COL4A2/CSPG4/COL16A1/ABI3BP/CSTA/COL5A1/ADAMTS2/COL1A2/COL18A1/ANGPTL4/CLEC12A/FGL2/CLEC4A/CCL4/CCL2/COL3A1/CCL3/BGN/ADAM28/COL8A1/ADAM19/ADAMTS4/EBI3/C1QTNF5/CTSB/ASPN/CCN3/EMILIN1/COL6A3/AEBP1/CCL5/C1QA/ADAMTSL1/FAM20A/COL17A1/C1QB/ADAMTSL4/CXCL9/CTSC/CST7/CTSK/COMP/COL8A2/C1QC/CRISPLD1/BMP7/CLEC10A/CST2/ADAMDEC1/COL1A1/CXCL1/CRLF1/CLEC7A/CBLN2/CTSS/COL22A1/CST1/CCL19/CXCL2/AGT/CHRDL2/CTHRC1/COL11A1/CCL21/CCL18/CCN5/SCUBE3/FGL1
THUM_SYSTOLIC_HEART_FAILURE_UP	THUM_SYSTOLIC_HEART_FAILURE_UP	138	-0.698749049657448	-2.18611113779282	1e-10	9.7375e-09	6.50877192982456e-09	1181	tags=49%, list=17%, signal=41%	CDC42EP3/DKK3/AKR1C1/ACTB/FBXO32/CDKL1/DNM3OS/CLIC4/BTN3A2/ANGPTL1/CALCRL/ENG/EPHA3/DIRAS3/CMAHP/ENTPD1/FLI1/F13A1/CLIC5/ADM/CLEC2B/CXCL12/GIMAP1/NR1D1/CFI/ALOX5AP/CASP1/DEPP1/C1S/CFB/CCL4/DHRS9/EVI2B/C3AR1/CDH19/CP/APOL4/ARHGAP24/CX3CR1/CTSB/GNLY/ASPN/ARHGDIB/AIF1/PIK3CG/DOCK2/CD53/CXCR4/IL2RB/C1QA/C1QB/BCAT1/RASL11B/CTSC/FCER1G/CD74/C1QC/FCGR3A/CD14/HRH1/ADA2/CD52/FCGR2B/CTSS/CXCL2/CTHRC1/ETV1
LIU_PROSTATE_CANCER_DN	LIU_PROSTATE_CANCER_DN	165	-0.681878794030228	-2.16778104635817	1e-10	9.7375e-09	6.50877192982456e-09	1262	tags=67%, list=18%, signal=56%	AKAP12/ACACB/ETS2/C2orf88/CLIP4/CDC42EP3/FBXO2/CLIC6/DKK3/CALD1/EPB41L3/CRYAB/DSE/ADCY4/CFL2/FGD5/CLMP/COL7A1/CYS1/DNM3OS/FOXQ1/EVA1C/CLIC4/DPYSL3/CHRDL1/AOPEP/ANGPTL1/FCHSD2/CPAMD8/FBLN5/CAV1/DST/CSRP2/EYA4/CCND2/CAV2/CSRP1/CORO1C/DOK4/ARL10/DDR2/CNRIP1/FHOD3/DTNA/EFEMP1/CFD/CACHD1/FEZ1/FAM83D/COL14A1/ANKDD1A/ABCC3/COL27A1/BEND5/EHD2/CAVIN1/COL6A1/AOC3/GATA3/COL9A1/ANXA2/FBXO17/ADAMTS5/FBN1/C1QTNF1/ARHGEF40/GYPC/FHL1/ECRG4/DES/CERK/COL4A1/FCGBP/LAYN/ACTG2/FLNA/ACTA2/ANXA2P2/ANGPTL2/ADAM33/CX3CL1/EFEMP2/AJUBA/COL4A2/CASP1/DMKN/ADGRA2/COL16A1/CARMN/COL5A1/VAV3/C1S/COL1A2/DSC3/ATP2B4/ARHGAP23/CYP4B1/ANK2/C1R/CD248/CTSB/CHST2/ACKR3/AEBP1/ENO2/CLU/AHNAK2/AKR1B1/ANO1/CAPG/RBP4
BOQUEST_STEM_CELL_UP	BOQUEST_STEM_CELL_UP	93	-0.715526836533001	-2.15515140093196	1e-10	9.7375e-09	6.50877192982456e-09	1241	tags=68%, list=18%, signal=56%	ABCA8/CDKN2C/DCN/CRYAB/AKR1C1/ALDH1A1/DSE/CFH/ECM2/CHL1/CHRDL1/FBLN5/C7/DZIP1/CDO1/DDR2/EFEMP1/BHMT2/COL6A2/CFD/CYBRD1/FEZ1/COL14A1/CELF2/COL6A1/CEBPB/APOD/FBLN1/COL5A2/FBN1/ATP8B4/FGF7/CXCL12/CXCL14/ADCY7/BHLHE41/COL16A1/ABI3BP/COL5A1/C1S/COL1A2/CFB/CAPN6/AXL/EMP3/DCLK1/GFPT2/COL3A1/FAP/ANK2/C1R/CDH11/COL6A3/AEBP1/ADH1B/CTSK/COL1A1/NTRK2/CRIP1/C3/APOE/PLP1/CCN5
DELYS_THYROID_CANCER_UP	DELYS_THYROID_CANCER_UP	143	-0.678480347229506	-2.13765877008562	1e-10	9.7375e-09	6.50877192982456e-09	1203	tags=55%, list=17%, signal=47%	CYFIP2/EPS8/DTX4/PTPRU/CTSH/BMERB1/DAPK2/CTSA/CKLF/ATP11A/ELF3/DPYSL3/DUSP4/ABR/CCND2/LRP4/CORO1C/ALOX5/AREG/DPYD/ENTPD1/ABCC3/ADGRE5/CTSD/ANXA2/COL10A1/ECM1/COL5A2/NPTX2/ANXA1/ADM/ELF4/NR1D1/CFI/BHLHE40/ALOX5AP/CDH2/CFB/CDH3/EMP3/FJX1/COL3A1/FAP/COL8A1/CSF1R/C3AR1/ADORA3/C4A/CX3CR1/CTSB/DUSP5/ARHGDIB/CHST2/C1QA/C1QB/BCAT1/FCGR2A/CTSC/COMP/CCR1/BCL2A1/AHNAK2/CYBA/CLDN1/COL1A1/CRLF1/CTSS/CAPG/C3/APOE/CXCL2/COL11A1/CHI3L1/APOC1/CHI3L2/CCL18/APOC2/CHIT1/ETV1
RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP	RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP	139	-0.682624223575898	-2.13536767868434	1e-10	9.7375e-09	6.50877192982456e-09	824	tags=40%, list=12%, signal=36%	CLEC4E/EGR1/ALOX5/CPM/CFD/ENTPD1/ABCC3/CCDC69/CTSD/IL1B/CALHM2/ARHGEF40/ICAM2/CD163/CASP1/BHLHE41/C1S/CMKLR1/CCL2/CCL3/ADAM28/C3AR1/CHST15/CYBB/CX3CR1/NINJ2/CTSB/EMILIN1/AIF1/AOAH/C1QA/BCAT1/GSDME/CCR5/CXCL9/CD48/CTSK/LILRB2/CCR1/AKR1B1/CD300A/C5AR1/ADAMDEC1/CD14/CXCL1/FCGR1A/LY86/DPEP2/CYP27A1/CD52/CCRL2/C3/APOE/CHI3L1/APOC1/CCL18
CHEN_METABOLIC_SYNDROM_NETWORK	CHEN_METABOLIC_SYNDROM_NETWORK	372	-0.635454283034911	-2.13327156553674	1e-10	9.7375e-09	6.50877192982456e-09	1040	tags=44%, list=15%, signal=40%	FBXO32/ASF1B/ACVRL1/FES/CKLF/SLC7A6/ELF3/LMO2/CBX6/DPYSL3/RFTN2/AOPEP/CD274/FBLN5/CACNB3/TCEAL5/ABR/COTL1/FGD6/DRAM1/ADAMTS3/CNRIP1/CERCAM/CXCL16/ABCC5/CASP2/ENTPD1/CACHD1/COL14A1/EHD2/FBLN2/CAVIN1/EPB41L2/COL6A1/ANO6/AFAP1L2/ANKRD33B/C1orf54/CCDC80/CD22/AKNA/DYSF/ADGRE5/CTSD/ANXA2/CDK18/F13A1/COL5A2/EGR2/FBN1/CALHM2/CYGB/ARHGAP4/FHL1/COL4A1/FILIP1L/LAYN/DOK3/CMTM3/CCDC3/FLNA/ARRB2/CXCL14/CCN4/BIRC5/ADAM8/ADAP2/EFEMP2/ABI3/AJUBA/ALOX5AP/CASP1/ADCY7/CD83/FHL2/COL16A1/ARHGAP45/COL5A1/DOCK11/CYTIP/ADAMTS2/DOCK10/COL1A2/AGPAT4/ARHGAP9/CSF2RA/CDH3/EMP3/CLEC4A/CCL4/UBASH3B/DUOXA1/ARPC1B/CCL3/BGN/COL8A1/CSF1R/ADAM19/C3AR1/CD72/EBI3/CSF3R/FSCN1/CD3E/DENND1C/NCF4/CYTH4/CYBB/ARHGAP25/APBB1IP/CTSB/GPSM3/CARD11/CD84/DAPP1/DUSP5/ARHGDIB/CORO1A/EVI2A/NRROS/EMILIN1/AIF1/CA2/EPSTI1/COL6A3/DOCK2/CD53/SYK/C1QB/ANTXR1/FCGR2A/SCIMP/ARHGAP15/CCR5/CD86/BST1/CD48/CTSK/FCER1G/CD37/CD74/CSF2RB/C1QC/BCL2A1/FERMT3/LRRC25/ARHGAP22/CYBA/FCGR3A/CD300A/CLEC10A/CD14/BATF/COL1A1/FCGR1A/DOK2/LY86/GPAT3/DPEP2/CLEC7A/CCRL2/CTSS/CPXM1/CD68/CAPG
LIM_MAMMARY_STEM_CELL_UP	LIM_MAMMARY_STEM_CELL_UP	141	-0.676896540599157	-2.12716588539251	1e-10	9.7375e-09	6.50877192982456e-09	1545	tags=66%, list=22%, signal=52%	EOGT/FBXO30/CCDC85B/ACVR2A/FAS/CAVIN2/DUSP7/DLL1/CD36/FERMT2/ERF/AMOTL1/BAG3/CHST7/DKK3/CALD1/CRYAB/ALDH1L2/EFNB1/ELK3/CLMP/COL7A1/DPYSL3/AOPEP/CAV1/DST/CSRP2/CCND2/ELOVL4/LRP4/SOBP/CNRIP1/FHOD3/ARMH4/FEZ1/COL14A1/LRRC8C/ETS1/ARHGEF28/IL1B/DZIP1L/BMP1/COL5A2/CLIP3/ARHGEF25/NPTX2/CHST3/EGR2/ARHGAP20/CYGB/GYPC/CCN2/FHL1/ECRG4/COL4A1/ACTG2/CNN1/CCDC3/DCHS1/EGR3/ACTA2/EDNRB/ANGPTL2/CXCL14/COL4A2/CSPG4/RCSD1/CPNE8/ADGRA2/COL16A1/ABI3BP/COL5A1/ADAMTS2/DOCK10/AGPAT4/COL18A1/CDH3/CDH13/FGL2/AXL/FJX1/ARHGAP24/ARHGAP25/AEBP1/COL17A1/ANTXR1/CSDC2/CRISPLD1/BMP7/NTRK2/CRLF1/CPXM1/APOE
NABA_MATRISOME_ASSOCIATED	NABA_MATRISOME_ASSOCIATED	157	-0.658881343415844	-2.09058597976573	1e-10	9.7375e-09	6.50877192982456e-09	1126	tags=59%, list=16%, signal=51%	FGF2/CLEC2D/CTSH/ADAMTSL3/CSTB/CTSA/C1QTNF7/CLEC11A/BMP8A/CHRDL1/ANGPTL1/CPAMD8/CTSL/AMH/ADAMTS10/ADAM22/A2M/COLEC11/CLEC4E/ADAMTS3/ADAMTS9/AREG/BMP4/CD109/CHRD/CTF1/ADAMTS12/ANXA6/BMP6/CTSD/IL1B/ANXA2/BMP1/F13A1/ADAMTSL2/EGLN3/ADAMTS5/C1QTNF1/ANXA1/FGF7/CLEC2B/CXCL12/ANGPTL2/ADAM33/CX3CL1/CTSG/CXCL14/ADAM8/CSF1/CTSZ/CSPG4/CSTA/ADAMTS2/ANGPTL4/CLEC12A/CLEC4A/CCL4/CCL2/CCL3/ADAM28/ADAM19/ADAMTS4/EBI3/C1QTNF5/CTSB/CCL5/C1QA/ADAMTSL1/FAM20A/C1QB/ADAMTSL4/CXCL9/CTSC/CST7/CTSK/C1QC/BMP7/CLEC10A/CST2/ADAMDEC1/CXCL1/CRLF1/CLEC7A/CBLN2/CTSS/CST1/CCL19/CXCL2/AGT/CHRDL2/CCL21/CCL18/SCUBE3
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN	158	-0.650081151681429	-2.06008051966614	1e-10	9.7375e-09	6.50877192982456e-09	1510	tags=61%, list=22%, signal=49%	FAS/ECHDC1/CAVIN2/BICC1/ARAP3/CEP170/DNAJB4/CRTAP/BICD2/ETV5/AKAP12/DPY19L1/CDKN2C/CLIP2/AGPS/DKK3/AP1S2/CALD1/DSE/CFL2/ASAP1/ELK3/CLMP/BCHE/FOXQ1/EDIL3/ATP10D/CAV1/CSRP2/ENG/EYA4/DZIP1/CAV2/ACTN1/CPNE2/CORO1C/CNRIP1/FHOD3/FAT4/DPYD/COL6A2/CCDC88A/DNM1/FLI1/RFTN1/CAVIN1/EPB41L2/COL6A1/ADAMTS12/ETS1/ANKRD33B/CMTM7/ADGRE5/EIF5A2/ANXA2/ADAMTS5/CHST3/FBN1/ANXA1/ARHGEF40/FHL1/COL4A1/LAYN/CMTM3/SOCS3/CAVIN3/ACTA2/ANXA2P2/CDC20/BIRC5/EFEMP2/COL4A2/CASP1/COL5A1/C1S/DOCK10/BNC2/ARHGAP23/AIDA/AXL/EMP3/UBASH3B/GFPT2/FSCN1/CDH11/CHST2/COL6A3/ANTXR1/BCAT1/F2RL2/GSDME/CTSC/AHNAK2/AKR1B1/HRH1/CXCL2
